tax_name,tax_name_english,english_explanation,revenue_eur,revenue_pct_gdp,source_for_data,notes
"Taxe sur l'utilisation des bandes "" 700 MHz "" et "" 800 MHz "" du spectre radioélectrique",Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: Agence nationale des fréquences (ANFr). Beneficiary: Agence nationale des fréquences (ANFr).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 348; Enjeu 2024",Cour low-yield-tax inventory id 348. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur la cession de droits d'exploitation audiovisuelle des manifestations sportives mentionnée à l'article L. 455-29 (ex-Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives),Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: DGFiP. Beneficiary: Centre national pour le développement du sport (CNDS).,59665000,0.002043,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 32; Enjeu 2024","Cour low-yield-tax inventory id 32. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 54.302m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur la cession à titre onéreux des terrains nus rendus constructibles,Low-yield behavioural incentive levy on capital paid by individuals,Low-yield behavioural incentive levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Agence de services et de paiement (ASP).,16000000,0.000548,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 256; Enjeu 2024","Cour low-yield-tax inventory id 256. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 27.426m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur la mise en relation par voie électronique en vue de fournir certaines prestations de transport dite ARPE (ex-Taxe sur les exploitants de plateformes de mises en relation par voie électronique en vue de fournir certaines prestations de transport),Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Autorité des relations sociales des plateformes d'emploi (ARPE).,1425000,0.000049,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 290; Enjeu 2024","Cour low-yield-tax inventory id 290. Status: Créée entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur la mise à disposition de phonogrammes et de vidéomusiques / Taxe sur le chiffre d'affaires des plateformes d'écoute de musique en ligne/Taxe sur les services de streaming musical,Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: DGFiP. Beneficiary: Centre national de la musique (CNM).,13000000,0.000445,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 263; Enjeu 2024","Cour low-yield-tax inventory id 263. Status: Créée entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur la production et la distribution d'œuvres cinématographiques et taxe sur les spectacles cinématographiques (ex-Cotisations des entreprises cinématographiques),Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: Centre national du cinéma et de l'image animée (CNC). Beneficiary: Centre national du cinéma et de l'image animée (CNC).,10725000,0.000367,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 53; Enjeu 2024","Cour low-yield-tax inventory id 53. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 9.225m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur la publicité diffusée au moyen de documents imprimés (ex-Taxe sur certaines dépenses de publicité),Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,17912746,0.000613,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 254; Enjeu 2024","Cour low-yield-tax inventory id 254. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 23.111m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
"Taxe sur la publicité diffusée au moyen de services de contenus audiovisuels à la demande (CIBS, art.L454-16) (ex- CGI, art 1609 sexdecies B)",Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: Centre national du cinéma et de l'image animée (CNC). Beneficiary: Centre national du cinéma et de l'image animée (CNC).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 337; Enjeu 2024",Cour low-yield-tax inventory id 337. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur le chiffre d'affaires des exploitants agricoles,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 262; Enjeu 2024",Cour low-yield-tax inventory id 262. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur le non paiement de la participation des employeurs au financement de la formation professionnelle continue,Low-yield behavioural incentive levy on payroll paid by businesses,Low-yield behavioural incentive levy on payroll paid by businesses. Collector: URSSAF. Beneficiary: Budget général.,39126071,0.001340,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 264; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 264. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Masse salariale. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 34.042m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.
"Taxe sur le permis de conduire des bateaux de plaisance à moteur, fraction perçue sur les candidatures aux examens et fraction perçue sur les délivrances du titre",Low-yield service-related levy on consumption paid by individuals,Low-yield service-related levy on consumption paid by individuals. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 265; Enjeu 2024",Cour low-yield-tax inventory id 265. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur le renouvellement du permis de conduire mentionnée à l'article L. 421-168 (ex-Droit de timbre pour la délivrance du permis de conduire en cas de perte ou de vol),Low-yield service-related levy on consumption paid by individuals,"Low-yield service-related levy on consumption paid by individuals. Collector: France Titres, anciennement ANTS. Beneficiary: Budget général.",8780000,0.000301,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 67; Enjeu 2024","Cour low-yield-tax inventory id 67. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 9.604m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur le transport de passagers maritimes embarqués à destination d'espaces naturels protégés,Low-yield service-related levy on consumption paid by businesses,Low-yield service-related levy on consumption paid by businesses. Collector: DGDDI. Beneficiary: Personne publique assurant la gestion de l'espace naturel protégé concerné ou commune d'implantation de l'espace.,4500000,0.000154,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 296; Enjeu 2024","Cour low-yield-tax inventory id 296. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 3.626m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur les boissons édulcorées,Low-yield behavioural incentive levy on consumption paid by businesses,Low-yield behavioural incentive levy on consumption paid by businesses. Collector: DGFiP. Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,45000000,0.001541,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 275; Enjeu 2024","Cour low-yield-tax inventory id 275. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 39.027m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur les certificats d'immatriculation des véhicules,Tax on vehicle registration certificate,Eurostat national-tax-list line classified as ESA code D214D. Economic function: consumption. Environmental/property tag: transport.,3122000000,0.106921,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214D; DETAILS C01; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Taxe sur les demandes de visa ou de renouvellement de visa de publicité et sur les dépôts de publicité pharmaceutiques,Low-yield service-related levy on production paid by businesses,Low-yield service-related levy on production paid by businesses. Collector: Agence nationale de sécurité du médicament et des produits de santé (ANSM). Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 285; Enjeu 2024",Cour low-yield-tax inventory id 285. Status: En vigueur entre 2019 et 2024. Objective: Service rendu; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur les déchets réceptionnés dans une installation de stockage ou un incinérateur de déchets ménagers,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: Direction générale des collectivités locales (DGCL). Beneficiary: Communes.,19699412,0.000675,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 282; Enjeu 2024","Cour low-yield-tax inventory id 282. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 18.108m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur les entreprises ayant bénéficié de quotas d'émission de gaz à effet de serre,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 287; Enjeu 2024",Cour low-yield-tax inventory id 287. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur les excédents de provisions des entreprises d'assurances de dommages,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 289; Enjeu 2024",Cour low-yield-tax inventory id 289. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur les mises à disposition de produits pétroliers pour le stockage stratégique,Tax on the sales of oil products for strategic storage,Eurostat national-tax-list line classified as ESA code D214A. Economic function: consumption. Environmental/property tag: energy.,599000000,0.020514,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214A; DETAILS C11; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Taxe sur les nuisances sonores aériennes,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: Direction générale de l’aviation civile (DGAC). Beneficiary: Certains exploitants d'aérodromes.,48090000,0.001647,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 293; Enjeu 2024","Cour low-yield-tax inventory id 293. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 49.526m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur les ordres annulés dans le cadre d’opérations à haute fréquence,Low-yield behavioural incentive levy on production paid by businesses,Low-yield behavioural incentive levy on production paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 294; Enjeu 2024",Cour low-yield-tax inventory id 294. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur les papiers graphiques,Low-yield behavioural incentive levy on consumption paid by businesses,Low-yield behavioural incentive levy on consumption paid by businesses. Collector: EcoFolio. Beneficiary: EcoFolio.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 295; Enjeu 2024",Cour low-yield-tax inventory id 295. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur les plus-values immobilières (PVI) autres que terrains à bâtir,Low-yield budget-raising levy on capital paid by individuals,Low-yield budget-raising levy on capital paid by individuals. Collector: DGFiP. Beneficiary: Caisse de garantie du logement locatif social (CGLLS).,104097508,0.003565,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 299; Enjeu 2019 uprated to 2024 using INSEE CPI",Cour low-yield-tax inventory id 299. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Capital. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 90.571m. No Cour Enjeu 2024 figure; revenue is an estimate from Cour Enjeu 2019 uprated to 2024 using INSEE annual-average CPI inflation for 2020-2024. CPI uprating factor used: 1.149347008.
Taxe sur les primes d'assurances,Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: Fonds de garantie des assurances obligatoires de dommages (FGAO). Beneficiary: Fonds de garantie des assurances obligatoires de dommages (FGAO).,107208656,0.003672,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 302; Enjeu 2024","Cour low-yield-tax inventory id 302. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 93m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur les produits de la fonderie,Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: Centre technique des industries de la fonderie (CTIF). Beneficiary: Centre technique interprofessionnel des fruits et légumes (CTIFL).,7440000,0.000255,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 304; Enjeu 2024","Cour low-yield-tax inventory id 304. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 5.519m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur les prémix,Low-yield behavioural incentive levy on consumption paid by businesses,Low-yield behavioural incentive levy on consumption paid by businesses. Collector: DGDDI. Beneficiary: Caisse nationale d'assurance-maladie (CNAM).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 301; Enjeu 2024",Cour low-yield-tax inventory id 301. Status: En vigueur entre 2019 et 2024. Objective: Incitation; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur les remontées mécaniques (communes),Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: Communes. Beneficiary: Communes.,70962573,0.002430,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 307; Enjeu 2024","Cour low-yield-tax inventory id 307. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 39.513m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur les remontées mécaniques (départements),Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: Départements. Beneficiary: Départements.,70962573,0.002430,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 308; Enjeu 2024","Cour low-yield-tax inventory id 308. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 19.052m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
Taxe sur les services de communication électronique,Low-yield budget-raising levy on production paid by businesses,Low-yield budget-raising levy on production paid by businesses. Collector: DGFiP. Beneficiary: Budget général.,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 338; Enjeu 2024",Cour low-yield-tax inventory id 338. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Production. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur les services de contenus audiovisuels à la demande,Low-yield budget-raising levy on consumption paid by businesses,Low-yield budget-raising levy on consumption paid by businesses. Collector: Centre national du cinéma et de l'image animée (CNC). Beneficiary: Centre national du cinéma et de l'image animée (CNC).,,,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 336; Enjeu 2024",Cour low-yield-tax inventory id 336. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Entreprises; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. No known or estimated 2024 yield in the Cour annex; cannot be area-sized without an estimate.
Taxe sur les services numériques,Tax on digital services,Eurostat national-tax-list line classified as ESA code D214I. Economic function: consumption.,785000000,0.026884,"Eurostat, National Tax Lists - individual taxes, updated 22 Apr 2026; file: code/data/france_tax/eurostat_national_tax_lists_2025_2026-04-22.xlsx; FR sheet; STO D214I; DETAILS C02; 2024","Eurostat NTL covers general government plus EU institutions (S.13 + S.212), so local taxes are in scope."
Taxe sur les spectacles cinématographiques (ex-TSA - Taxe sur le prix des entrées aux séances organisées par les exploitants d’établissements de spectacles cinématographiques),Low-yield budget-raising levy on consumption paid by individuals,Low-yield budget-raising levy on consumption paid by individuals. Collector: Centre national du cinéma et de l'image animée (CNC). Beneficiary: Centre national du cinéma et de l'image animée (CNC).,143000000,0.004897,"Cour des comptes, Les taxes a faible rendement, annex listing, Apr 2025; file: code/data/france_tax/20250417-annexe-listing-des-taxes-concernees.xlsx; Cour Inventaire sheet id 332; Enjeu 2024","Cour low-yield-tax inventory id 332. Status: En vigueur entre 2019 et 2024. Objective: Rendement; payer: Particuliers; base: Consommation. The Cour annex is an individual-tax inventory and may overlap with Eurostat grouped/aggregate NTL rows; do not sum both sources without reconciliation. English name is a descriptive label generated from the Cour structured fields; the Cour annex does not provide an official English legal title. Cour Enjeu 2019: EUR 154.402m. Revenue is the Cour 'enjeu 2024' figure, in EUR after conversion from EUR millions."
