tax_id	episode	tax_name	parent_tax	category	jurisdiction	start_year	start_date	end_year	end_date	episode_status	date_confidence	source_id	source_locator	source_quote	notes
commonwealth_monmouth_caps_hats_excise	1	Excise on Monmouth caps and hats	commonwealth_excise_new_impost	excise/manufacture duty	Commonwealth	1644		1660		ended	low	dowell_v2	Vol II, Book I ch. I, p. 9	Monmouth caps, hats of all sorts... were added to the list.	Early hats/caps excise separate from the later Pitt hat duty. Added from old_taxes3.tsv review.
commonwealth_saffron_excise	1	Excise on saffron	commonwealth_excise_new_impost	excise/food/drug duty	Commonwealth	1644		1660		ended	low	dowell_v2	Vol II, Book I ch. I, pp. 9, 13	Saffron... for every 20s. value, to be paid by the planter.	Commonwealth excise commodity; retained in 1656 list. Added from old_taxes3.tsv review.
commonwealth_silks_stuffs_excise	1	Excise on silks and stuffs	commonwealth_excise_new_impost	excise/manufacture duty	Commonwealth	1644		1660		ended	low	dowell_v2	Vol II, Book I ch. I, pp. 9, 12	All manner of silks and stuffs... commodities made or growing in England not formerly charged with excise.	Commonwealth excise category; probably broad/heterogeneous. Added from old_taxes3.tsv review.
commonwealth_copper_metal_wire_duty	1	Duty on copper and other metal wire/material	commonwealth_excise_new_impost	excise/manufacture/raw material duty	Commonwealth	1647		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, p. 13	Copper, for every pound avoirdupois of any copper or any other metal... disgrossed.	Commonwealth excise/native goods list. Added from old_taxes3.tsv review.
commonwealth_iron_duty	1	Duty on iron	commonwealth_excise_new_impost	excise/raw material duty	Commonwealth	1647		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, p. 13	Iron, English... wrought into bars, for every cwt.	Commonwealth excise/native goods list. Added from old_taxes3.tsv review.
commonwealth_lead_duty	1	Duty on lead	commonwealth_excise_new_impost	excise/raw material duty	Commonwealth	1647		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, p. 14	Lead, for every fother containing 20 cwt., to be paid by the maker or smelter.	Commonwealth excise/native goods list. Added from old_taxes3.tsv review.
commonwealth_oil_duty	1	Duty on linseed, whale, blubber, rape, pilchard and other oils	commonwealth_excise_new_impost	excise/raw material duty	Commonwealth	1647		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, pp. 13-14	Oil, for all linseed, whale, blubber, rape, and pilchard oil, and all other oils made within the commonwealth.	Commonwealth excise/native goods list. Added from old_taxes3.tsv review.
commonwealth_tin_duty	1	Duty on tin	commonwealth_excise_new_impost	excise/raw material duty	Commonwealth	1647		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, p. 13	Tin, for every 20s. value, to be paid by the first buyer or exporter.	Commonwealth excise/native goods list. Added from old_taxes3.tsv review.
commonwealth_drugs_excise	1	Excise on drugs	commonwealth_excise_new_impost	excise/drugs duty	Commonwealth	1647		1660		ended	low	dowell_v2	Vol II, Book I ch. I, p. 12	Drugs, glass or glasses, earthen and stone wares, per 20s. value.	Commonwealth excise; broad drug category not individually itemised here. Added from old_taxes3.tsv review.
commonwealth_dyed_silk_excise	1	Excise on dyed silk	commonwealth_excise_new_impost	excise/manufacture duty	Commonwealth	1647		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, p. 12	Dyed silk, per 20s. value.	Commonwealth excise on dyed silk. Added from old_taxes3.tsv review.
commonwealth_raw_silk_rosin_pitch_wax_tallow_cordage_duty	1	Excise on raw silk, rosin, pitch, wax, tallow and cordage	commonwealth_excise_new_impost	excise/raw material duty	Commonwealth	1647		1660		ended	low	dowell_v2	Vol II, Book I ch. I, p. 12	Raw silk, rough yarn... rosin, pitch, wax, tallow, cable, cable yarn, and all manner of cordage.	Bundled row because Dowell's Commonwealth list groups these at one rate. Added from old_taxes3.tsv review.
commonwealth_lace_ribbons_excise	1	Excise on silk lace/ribbons and gold/silver lace/ribbons	commonwealth_excise_new_impost	excise/manufacture duty	Commonwealth	1647		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, p. 12	Silk lace and ribbands and gold and silver lace and ribbands, per 20s. value.	Commonwealth excise on fashion/textile goods. Added from old_taxes3.tsv review.
commonwealth_woollen_cloth_stuffs_excise	1	Excise on woollen cloth and stuffs	commonwealth_excise_new_impost	excise/manufacture duty	Commonwealth	1647		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, p. 12	Woollen cloth... Stuffs or other woollen manufacture...	Commonwealth excise on woollen manufactures. Added from old_taxes3.tsv review.
commonwealth_metheglin_mead_duty	1	Duty on metheglin and mead	commonwealth_excise_new_impost	excise/drink duty	Commonwealth	1647		1660		ended	medium	dowell_v2	Vol II, Book I ch. I, p. 14	Metheglin or mead, and such like drinks, sold out by retail.	Commonwealth episode of mead/metheglin taxation. Added from old_taxes3.tsv review.
special_property_tax_1670	1	Special tax on bankers, personal estates, offices, land and mines		property/income tax	England	1670		1670		ended	high	dowell_v2	Vol II, ch. II, pp. 33-34	A sum of 800,000l... levied... 15s. in every 100l. belonging to bankers... 6s. in every 100l. on all personal estates; 2s. in the pound on salaries... and 1s. in the pound on lands and mines.	One-off mixed property/income tax. Added from old_taxes3.tsv review.
french_india_linen_silk_brandy_duties_1685	1	Special duties on French and East India linen, silks and brandy		customs/consumption tax	England	1685		1690		ended	high	dowell_v2	Vol II, ch. II, p. 36	Additional duties imposed upon French and East India linen... French wrought silks and stuffs... and brandy.	Granted from July 1685 to July 1690. Added from old_taxes3.tsv review.
special_tobacco_sugar_duties_1685	1	Special duties on tobacco and sugar		customs/consumption tax	England	1685		1693		ended	medium	dowell_v2	Vol II, ch. II, pp. 34-36	Special duties were also imposed... upon tobacco and sugar.	Sugar special duty ended in 1693; tobacco additions continued/merged. Use as an episode row only. Added from old_taxes3.tsv review.
special_wine_vinegar_duty_1685	1	Special duties on wine and vinegar		customs/drink duty	England	1685		1787		ended	low	dowell_v2	Vol II, ch. II, pp. 34-35	Special duties were therefore again imposed upon wine and vinegar.	Specific James II additional customs duty; broad wine duties are counted elsewhere. Best-guess endpoint added for the lifespan TSV; likely absorbed into later customs/excise consolidation. Added from old_taxes3.tsv review.
east_india_african_hudson_joint_stock_tax_1692	1	Tax on East India, Royal African and Hudson's Bay Company joint stock		capital/property tax	England	1692		1693		ended	high	dowell_v2	Vol II, Book II ch. I, p. 63	A tax on the joint stock of the East India Company, and on every share in the joint stock of the Royal African and the Hudson's Bay Companies, imposed in 1692, continued in force for a year only.	One-year tax on joint-stock company capital/shares. Added from old_taxes3.tsv review.
coffee_cocoa_tea_spices_customs_1695	1	New duty on coffee, cocoa-nuts, tea and spices		customs/consumption tax	England	1695		1787		ended	low	dowell_v2	Vol II, Book II ch. I, pp. 44-45, 64-65	Special duties... on tea in the leaf, coffee-berries, and cocoa-nuts and chocolate... the new duty of 1695 on coffee, cocoa-nuts, tea and spices.	Episode of taxing the imported articles rather than the drink sold retail; broad tea/coffee/cocoa rows also exist. Best-guess endpoint added for the lifespan TSV; likely absorbed into later customs/excise consolidation. Added from old_taxes3.tsv review.
scotch_linen_twill_ticking_duty_1698	1	Duties on Scotch linens: twill and ticking		customs/textile duty	England/Scotland trade	1698		1787		ended	low	dowell_v2	Vol II, Book II ch. I, p. 61	Special duties were charged upon Scotch linens called "twill" and "ticking," on importation into England.	Specific internal customs duty before full fiscal union effects. Best-guess endpoint added for the lifespan TSV; likely absorbed into later customs/excise consolidation. Added from old_taxes3.tsv review.
whale_fins_duty_1698	1	Whale-fins / whalebone duty		customs/raw material duty	England	1698		1724		ended	medium	dowell_v2	Vol II, Book II ch. I, pp. 61, 75	In 1698... a duty was imposed upon whale-fins... went far towards the ruin of the Greenland trade.	End year approximate from Dowell's later discussion of Walpole's repeal of whale-fins/oil/blubber duties. Added from old_taxes3.tsv review.
convoy_tax_1798	1	Convoy tax		customs/tonnage/war duty	United Kingdom	1798		1802		ended	medium	dowell_v2	Vol II, Book II ch. IX, p. 215	Every merchant vessel was required to sail with a convoy... certain duties... on goods exported and imported, and on the tonnage of ships.	War duty connected with merchant convoy protection; ended with Peace of Amiens/war-period arrangements. Added from old_taxes3.tsv review.
exports_imports_duty_in_lieu_convoy_tax	1	Duty on exports and imports in lieu of the convoy tax		customs/war duty	United Kingdom	1802		1816		ended	low	dowell_v2	Vol II, Book II ch. IX, p. 218	New duty on exports and imports in lieu of the convoy tax.	Replacement duty after repeal/expiry of convoy tax; exact end not pinned from Dowell in this extraction. Best-guess endpoint added for the lifespan TSV; likely absorbed into later customs/excise consolidation. Added from old_taxes3.tsv review.
silk_thread_lace_war_duty	1	Silk thread and lace duty		raw material/luxury customs	Great Britain/United Kingdom	1793		1816		ended	low	obrien_wp99	Extensions to the fiscal base, p. 6	"""At least twenty-one 'new' taxes were imposed between 1793 and 1815, but levies on flax, silk thread and lace... made too small a contribution to be worth detailed consideration."""	Low-yield wartime levy identified by O'Brien; exact enactment and repeal dates not yet traced, so lifespan is best-guessed to the French wars.
ships_hulls_materials_duty	1	Ships' hulls and materials duty		shipping/raw material duty	Great Britain/United Kingdom	1793		1816		ended	low	obrien_wp99	Extensions to the fiscal base, p. 6	"""At least twenty-one 'new' taxes were imposed between 1793 and 1815, but levies on... ships hulls and materials... made too small a contribution to be worth detailed consideration."""	Low-yield wartime levy identified by O'Brien; exact enactment and repeal dates not yet traced, so lifespan is best-guessed to the French wars.
madder_duty	1	Madder duty		raw material/customs	Great Britain/United Kingdom	1793		1816		ended	low	obrien_wp99	Extensions to the fiscal base, p. 6	"""At least twenty-one 'new' taxes were imposed between 1793 and 1815, but levies on... madder made too small a contribution to be worth detailed consideration."""	Low-yield wartime dye-stuff levy identified by O'Brien; exact enactment and repeal dates not yet traced, so lifespan is best-guessed to the French wars.
